start_time, end_time
22, 25
408, 411.5
429, 430
434, 441
578, 584.5
689, 695
699, 700.5
741.5, 744
771.5, 774
816.5, 820
842, 844
880, 884
923, 927
986, 989
1006, 1009
1046, 1049
1087, 1095.3
1161, 1169
1305, 1310
1325.5, 1331
1416, 1445
1476, 1488
1506, 1508
1545, 1548
1635, 1658
1717, 1738
1930, 1934
2127, 2130
2330, 2332
2486, 2487.5
2515, 2517.5
2550, 2562
2571, 2578.5
2634, 2638.5
2705, 2712
2816, 2821
2919, 2922
2959, 2962
3185, 3229









