start_time, end_time
18, 22
819, 825
1112, 1115
1573, 1588
1667, 1669.5
1778, 1781
1858, 1862
1962, 1968
1975, 1984
2007, 2013
2045, 2059
2141, 2144
2166, 2169
2204, 2207
2224, 2269
2280, 2289
2306, 2309
2326, 2329
2486, 2489
2567, 2572
2577, 2583
2620, 2637
2702, 2708
2780, 2783.5
2839.5, 2843
2880, 2883
2915, 2918
2978, 2981
3047, 3048.5
3153, 3157
3184, 3218
