start_time, end_time
23, 25
534, 542
682.5, 690
898, 900.5
1010, 1015.5
1130, 1135.5
1201, 1204
1219, 1223
1243, 1247.4
1290, 1298
1365, 1369
1422.5, 1425.5
1466, 1473
1763, 1768
2024, 2027
2094, 2097
2200, 2204
2356, 2359
2421, 2425
2559, 2560.5
2587, 2592
2661, 2666
2717, 2720.5
2780, 2784
2856, 2859
2900, 2906
2988, 2992
3070, 3073.2
3133, 3136.2
3207, 3244



