start_time, end_time
23, 32
206, 207
310, 312
429, 431.2
478, 481
528, 531
576, 578
603, 605
745, 748
864, 867
986, 995
1003, 1006.5
1088, 1095
1099, 1105
1114, 1118
1195, 1198
1255, 1265
1191, 1294
1396, 1397
1466, 1472
2026, 2030
2095, 2099
2234, 2243
2248, 2255
2335, 2341
2415, 2430
2492, 2498
2522, 2525.6
2574, 2578
2595, 2597
2627, 2637.7
2678, 2685
2736, 2741
2744, 2749
2841.5, 2845
2889.5, 2893
2906, 2914
2953.5, 2957
3165, 3171
3209, 3217
3241, 3324 







