start_time, end_time
40 , 42
690 , 692
794 , 796
866 , 871
1060 , 1068
1163 , 1166
1530 , 1533.5
1543, 1546
1629 , 1631
1659 , 1664
1719 , 1727
1801.4 , 1802.3
1944 , 1947.15
2202.5 , 2205
2278 , 2280
2352.5 , 2354
2413 , 2415
2544 , 2545
2589.5 , 2591
2619 , 2625
2646.48 , 2648.7
2662 , 2669
2840 , 2841.7
2873 , 2876
2953 , 2954
3131.5 , 3135.9
3176 , 3179.5
3203 , 3204
3215 , 3240
