start_time, end_time
23, 28
208, 220
341, 365
422, 425
567, 579
589, 592
613, 616
667, 670
739, 755
819, 826
827, 830
845.5, 849
991.5, 994.5
1044, 1059
1115.5, 1126
1187, 1190
1293, 1302
1422, 1429
1571.5, 1579
1590, 1594
1686, 1730
1794, 1840
2056, 2059
2116, 2145
2186, 2190
2234, 2338
2385.5, 2388.5
2459, 2464.5
2643, 2677
2711, 2726
2750, 2772
2839, 2874
2880, 2883
2895, 2979
3017, 3033
3066, 3069
3075, 3078
3135, 3158
3170, 3204

