start_time, end_time
24 , 27
620, 624
764, 768
866, 873
946, 950
972, 975
985, 987.3
994, 997
1064, 1067
1243.5, 1248
1271, 1275
1458, 1466
1931.3, 1934
1960, 1966
2103, 2106
2182.5, 2186
2313, 2316
2407, 2410
2534, 2540
2547, 2549
2582, 2585
2630, 2633.5
2694, 2698
2875, 2878
2918, 2920
2962, 2968
3238, 3299
