start_time, end_time
19.5 , 24
451 , 453
651 , 654.2
910, 912
926.5 , 928
941 , 944
1270, 1272
1300, 1302.5
1490 , 1492
1637.5 , 1638.7 
1803.5 , 1806.5
2003.2 , 2006.7
2017, 2017.9
2035, 2036
2260, 2262.5
2285, 2287.5
2364, 2366
2412, 2417
2443 , 2448
2476.5 , 2477.5
2580 , 2582.8
2685.5 , 2687
2693 , 2695.5
2701.5 , 2706.5
2732.3 , 2736
2770 , 2772.15
2885, 2890
2994, 2995
3013 , 3016.9
3041 , 3042.5 
3087 , 3090
3101 , 3101.8 
3183, 3248

