start_time, end_time
0.5, 29
31, 37
47, 50
98.5, 99.1
221.5, 225
365.5, 367
410, 413
427, 429
509.5, 512
650, 657
795, 797
846, 850
864, 866
925.1, 929
1053, 1057
1362, 1363.5
1370, 1372
2030, 2033
2094, 2097
2190, 2197
2307, 2309
2335, 2336.5
2401, 2403
2498, 2501
2594, 2597
2637, 2640
2684.5, 2688
2833, 2851
2861, 2864
2945, 2948
2961, 2965
3042, 3045
3105, 3108
3148, 3190









